datetime_beginning_ept          LMP Realtime               CCP                 PCP            Mileage        Perf. Score   R      Reward          Pavg
                  5/25/2018 9:00                    30.3494                   0              0           41.9             1      1               0                      0
                 5/25/2018 10:00                  32.532021                2.34              0           34.9             1      1            2.34            0.071929131
                 5/25/2018 11:00                  30.511555                4.06           2.76           35.5             1      1          102.04            3.344306772
                 5/25/2018 12:00                   27.51287                7.71              0           28.7             1      1            7.71            0.280232488
                 5/25/2018 13:00                  28.867935                2.88           1.39           35.6             1      1          52.364            1.813915682
                 5/25/2018 14:00                  28.440205                4.34           1.33             36             1      1           52.22            1.836133038
                 5/25/2018 15:00                  29.093817                5.54           1.41           39.3             1      1          60.953            2.095049955
                 5/25/2018 16:00                  29.895466                8.12           1.95           40.5             1      1          87.095            2.913318026
                 5/25/2018 17:00                  44.995742               17.46              0           35.9             1      1           17.46            0.388036717
                 5/25/2018 18:00                  46.077076               23.52              0           40.2             1      1           23.52            0.510449057
                 5/25/2018 19:00                  36.283271                3.45              0           34.8             1      1            3.45            0.095085143
                 5/25/2018 20:00                  58.779432                30.9              0           29.8             1      1            30.9             0.52569409
                 5/25/2018 21:00                   54.47606               66.79            1.1           40.7             1      1          111.56            2.047872038
                 5/25/2018 22:00                  33.501257               11.19           0.86           34.7             1      1          41.032            1.224789864
                 5/25/2018 23:00                  28.928454               11.71           0.76           35.7             1      1          38.842             1.34269187
                  5/26/2018 0:00                  28.783111                5.87           0.13           36.9             1      1          10.667            0.370599273
                  5/26/2018 1:00                  28.236168               16.77           0.13           30.8             1      1          20.774            0.735723063
                  5/26/2018 2:00                  28.147859               17.98           2.97           38.7             1      1         132.919            4.722170876
                  5/26/2018 3:00                  29.561693               14.26           0.12           39.2             1      1          18.964            0.641505884
                  5/26/2018 4:00                  31.948388               41.01           1.53           36.5             1      1          96.855            3.031608355
                  5/26/2018 5:00                  38.403096               64.47            3.7           25.5             1      1          158.82            4.135604067
                  5/26/2018 6:00                  44.478731               11.77              0           36.2             1      1           11.77            0.264620859
                  5/26/2018 7:00                  45.053523               26.35           1.73           32.3             1      1          82.229            1.825140289
                  5/26/2018 8:00                  33.680754               11.99              0             40             1      1           11.99            0.355989655
                  5/26/2018 9:00                  30.065813                   0              0           27.8             1      1               0                      0
                 5/26/2018 10:00                  25.964471                1.08              0           36.2             1      1            1.08            0.041595302
                 5/26/2018 11:00                   27.12249                5.43           2.01           29.3             1      1          64.323            2.371574291
                 5/26/2018 12:00                  24.657401                1.56           2.82           35.6             1      1         101.952            4.134742344
                 5/26/2018 13:00                   24.24678                1.63           2.55           40.9             1      1         105.925            4.368621318
                 5/26/2018 14:00                  24.019768                4.33           0.09           35.6             1      1           7.534            0.313658317
                 5/26/2018 15:00                  23.662389                2.91            2.1           33.4             1      1           73.05            3.087177715
                 5/26/2018 16:00                  23.873034               12.34           1.26           29.4             1      1          49.384            2.068610131
                 5/26/2018 17:00                  39.032951               30.26            2.3             29             1      1           96.96            2.484055074
                 5/26/2018 18:00                   38.53506              116.42           0.98           41.1             1      1         156.698             4.06637488
                 5/26/2018 19:00                  30.064788                7.94           0.25           36.1             1      1          16.965            0.564281378
                 5/26/2018 20:00                  26.343817               10.19           1.49           37.4             1      1          65.916            2.502143102
                 5/26/2018 21:00                  26.438116                 9.2           1.21           30.7             1      1          46.347            1.753037168
                 5/26/2018 22:00                  25.923073               15.34           2.27             31             1      1           85.71            3.306320975
                 5/26/2018 23:00                  23.377433                4.96           1.57           38.9             1      1          66.033            2.824647171
                  5/27/2018 0:00                   24.29842                5.94           2.22           35.6             1      1          84.972            3.497017502
                  5/27/2018 1:00                  24.167096                5.94           2.37           40.8             1      1         102.636            4.246931448
                  5/27/2018 2:00                  23.764376                9.43           1.83           31.6             1      1          67.258            2.830202653
                  5/27/2018 3:00                  23.693386                4.82           3.54           34.6             1      1         127.304            5.372976239
                  5/27/2018 4:00                  23.705426                9.58           1.66             41             1      1           77.64            3.275199526
                  5/27/2018 5:00                   24.08792                8.94              2           31.4             1      1           71.74            2.978256321
                  5/27/2018 6:00                  28.914845                19.3           1.41           40.4             1      1          76.264            2.637537915
                  5/27/2018 7:00                  45.944483                 107           1.33           34.7             1      1         153.151            3.333392608
                  5/27/2018 8:00                  29.832928                17.9           1.16           32.5             1      1            55.6            1.863712472
                  5/27/2018 9:00                   27.59196                3.79           2.48             42             1      1          107.95            3.912371575
                 5/27/2018 10:00                   26.07918                3.71           1.67           38.3             1      1          67.671            2.594828518
                 5/27/2018 11:00                  26.212861                3.68           2.12           23.5             1      1            53.5             2.04098286
                 5/27/2018 12:00                  24.281344                6.55           3.11           33.8             1      1         111.668            4.598921707
                 5/27/2018 13:00                   23.39269                3.52           2.31           29.7             1      1          72.127            3.083313633
                 5/27/2018 14:00                  23.406932                4.32            3.4           34.4             1      1          121.28            5.181371057
                 5/27/2018 15:00                  24.281317               10.65           2.62           41.2             1      1         118.594            4.884166703
                 5/27/2018 16:00                  43.771623               35.16           2.04           30.2             1      1          96.768             2.21074736
                 5/27/2018 17:00                  60.084137               58.64           1.55           48.2             1      1          133.35            2.219387789
                 5/27/2018 18:00                  32.172135               19.36           1.39           41.1             1      1          76.489            2.377492199
                 5/27/2018 19:00                  28.648724               11.26           1.05           37.7             1      1          50.845            1.774773634
                 5/27/2018 20:00                  28.149564               13.79           1.47           37.8             1      1          69.356            2.463839227
                 5/27/2018 21:00                  23.941916                9.58           2.05           32.5             1      1          76.205             3.18291151
                 5/27/2018 22:00                    23.2383                9.07           1.62           33.2             1      1          62.854            2.704758954
                 5/27/2018 23:00                  22.037962                7.71           1.45           32.7             1      1          55.125            2.501365598
                  5/28/2018 0:00                   21.85121                6.11           2.65           35.3             1      1          99.655            4.560617009
                  5/28/2018 1:00                  21.492672                5.64           2.04           38.1             1      1          83.364             3.87871736
                  5/28/2018 2:00                  20.953444                4.54           2.71           43.7             1      1         122.967            5.868581795
                  5/28/2018 3:00                  21.079922                4.98            2.2           34.7             1      1           81.32            3.857699284
                  5/28/2018 4:00                  21.603232                7.59           1.14           31.8             1      1          43.842            2.029418561
                  5/28/2018 5:00                  21.694404                7.63            1.8           37.1             1      1           74.41            3.429916766
                  5/28/2018 6:00                   22.79484                 5.1           1.53             43             1      1           70.89            3.109914349
                  5/28/2018 7:00                  23.802366                8.89           1.19           37.9             1      1          53.991            2.268303916
                  5/28/2018 8:00                   25.03137                5.91           2.31             35             1      1           86.76            3.466050799
                  5/28/2018 9:00                     27.406                6.19           2.04           42.3             1      1          92.482            3.374516529
                 5/28/2018 10:00                  28.209584                8.74           3.02           34.1             1      1         111.722            3.960427066
                 5/28/2018 11:00                  25.252774                 4.6           2.99           34.3             1      1         107.157            4.243375401
                 5/28/2018 12:00                  25.179228                4.26           1.84           28.3             1      1          56.332            2.237240951
                 5/28/2018 13:00                   24.15845                2.51           0.42           32.4             1      1          16.118            0.667178565
                 5/28/2018 14:00                  23.863159                7.26           0.68           34.4             1      1          30.652            1.284490457
                 5/28/2018 15:00                  23.361061                4.29           2.59           34.8             1      1          94.422            4.041854092
                 5/28/2018 16:00                  24.838283               10.07           1.93           37.3             1      1          82.059            3.303730777
                 5/28/2018 17:00                  32.448051               19.21           1.94           42.9             1      1         102.436            3.156923046
                 5/28/2018 18:00                  35.101746               18.44              1           36.7             1      1           55.14            1.570862031
                 5/28/2018 19:00                  29.639384               16.27           1.29           37.3             1      1          64.387            2.172346092
                 5/28/2018 20:00                   27.97158               14.32           1.32           37.7             1      1          64.084            2.291039691
                 5/28/2018 21:00                  24.988215                6.09           1.09             37             1      1           46.42            1.857675708
                 5/28/2018 22:00                   22.70857                6.49           1.43           36.9             1      1          59.257            2.609455373
                 5/28/2018 23:00                  21.636507                6.01              2           30.3             1      1           66.61            3.078593046
                  5/29/2018 0:00                   20.87188                3.78           0.08           33.7             1      1           6.476            0.310273919
                  5/29/2018 1:00                   20.91131                2.82           2.73           42.4             1      1         118.572            5.670232998
                  5/29/2018 2:00                  21.191623                4.38           1.88           35.4             1      1          70.932            3.347171663
                  5/29/2018 3:00                  19.525854                5.79           3.07           32.8             1      1         106.486            5.453589892
                  5/29/2018 4:00                   20.54702                6.31           2.09           31.3             1      1          71.727            3.490871182
                  5/29/2018 5:00                  22.420369                8.33           1.97           33.4             1      1          74.128            3.306279214
                  5/29/2018 6:00                  37.306045               23.05           1.69           24.1             1      1          63.779            1.709615694
                  5/29/2018 7:00                  28.452991               20.03           1.46           34.6             1      1          70.546            2.479387844
                  5/29/2018 8:00                  28.049043                9.55           1.06           33.5             1      1           45.06            1.606471921
                  5/29/2018 9:00                  30.368597                 7.3           0.88           38.9             1      1          41.532            1.367596929
                 5/29/2018 10:00                    33.2966               13.48           1.05           29.1             1      1          44.035            1.322507403
                 5/29/2018 11:00                  31.239483               15.03              1           32.2             1      1           47.23             1.51186881
                 5/29/2018 12:00                  29.403287                7.98              0           31.2             1      1            7.98            0.271398228
                 5/29/2018 13:00                  27.631103                9.47           0.67           35.6             1      1          33.322             1.20595982
                 5/29/2018 14:00                   28.61685                8.28           1.74           35.1             1      1          69.354            2.423537182
                 5/29/2018 15:00                  28.610769               16.83           0.99           32.2             1      1          48.708             1.70243589
                 5/29/2018 16:00                   32.16399               15.78           1.41           32.4             1      1          61.464            1.910956943
                 5/29/2018 17:00                  35.122167                17.8           1.45           36.9             1      1          71.305            2.030199333
                 5/29/2018 18:00                  39.470936                5.97              0           44.4             1      1            5.97             0.15125053
                 5/29/2018 19:00                  33.480084                8.93           1.03           30.5             1      1          40.345            1.205044766
                 5/29/2018 20:00                  43.934998               34.96           0.77           29.6             1      1          57.752            1.314487371
                 5/29/2018 21:00                  37.544978               29.94           1.24           33.3             1      1          71.232             1.89724442
                 5/29/2018 22:00                  28.789995                8.34           1.67           30.7             1      1          59.609            2.070476219
                 5/29/2018 23:00                  24.290424                6.43           1.61           34.8             1      1          62.458            2.571301349
                  5/30/2018 0:00                  24.540436                2.62           0.13             40             1      1            7.82            0.318657745
                  5/30/2018 1:00                  24.182018                1.38           0.98           31.6             1      1          32.348            1.337688195
                  5/30/2018 2:00                  24.086222                1.88           0.92           33.4             1      1          32.608            1.353803017
                  5/30/2018 3:00                  24.481054                1.34           1.32           29.6             1      1          40.412             1.65074592
                  5/30/2018 4:00                  26.799289                4.92           1.13           35.2             1      1          44.696            1.667805441
                  5/30/2018 5:00                  36.469683               22.65           1.84           24.7             1      1          68.098            1.867249573
                  5/30/2018 6:00                  49.381404               34.34           1.79           31.1             1      1          90.009            1.822730678
                  5/30/2018 7:00                   40.57887               17.06            0.8           33.6             1      1           43.94            1.082829561
                  5/30/2018 8:00                  60.890551               59.48           4.63           44.1             1      1         263.663            4.330113551
                  5/30/2018 9:00                   41.67663               28.12           0.06           40.7             1      1          30.562             0.73331265
                 5/30/2018 10:00                  42.735012                3.21           1.15           36.4             1      1           45.07            1.054638758
                 5/30/2018 11:00                  40.247243               15.02           2.77           25.9             1      1          86.763            2.155750147
                 5/30/2018 12:00                  43.551473               10.15           2.74           38.5             1      1          115.64            2.655248882
                 5/30/2018 13:00                  38.865194               18.35              0           29.9             1      1           18.35            0.472144819
                 5/30/2018 14:00                  37.177314               14.44           0.65           35.7             1      1          37.645            1.012579876
                 5/30/2018 15:00                   33.55791               39.33            2.2           35.7             1      1          117.87            3.512435667
                 5/30/2018 16:00                  31.880209               19.71           1.56             25             1      1           58.71            1.841581402
                 5/30/2018 17:00                  48.504801                9.35              0           37.3             1      1            9.35            0.192764423
                 5/30/2018 18:00                  53.254924                7.48              0           27.8             1      1            7.48            0.140456496
                 5/30/2018 19:00                  48.845001                6.04              0             32             1      1            6.04            0.123656462
                 5/30/2018 20:00                  46.575724                5.85              0           25.3             1      1            5.85            0.125601912
                 5/30/2018 21:00                  47.959348                5.87              0           28.4             1      1            5.87            0.122395325
                 5/30/2018 22:00                  36.736805                 8.2           2.22           32.1             1      1          79.462            2.163007915
                 5/30/2018 23:00                  42.931115               70.56           1.61           23.4             1      1         108.234            2.521108525
                  5/31/2018 0:00                  59.379567               83.94              0           29.2             1      1           83.94            1.413617583
                  5/31/2018 1:00                  78.146999               72.11           0.63           32.5             1      1          92.585            1.184754388
                  5/31/2018 2:00                  59.634128               45.35           0.09           30.5             1      1          48.095            0.806501271
                  5/31/2018 3:00                  92.855702               101.8            0.1           24.7             1      1          104.27            1.122925117
                  5/31/2018 4:00                  55.187602               50.02            1.6             26             1      1           91.62            1.660155482
                  5/31/2018 5:00                  68.051687               61.75           1.59             37             1      1          120.58            1.771888476
                  5/31/2018 6:00                  166.15197              163.64              0           34.6             1      1          163.64            0.984881491
                  5/31/2018 7:00                 199.810195              247.67           1.06           23.7             1      1         272.792            1.365255662
                  5/31/2018 8:00                  54.116695               39.86            0.1           27.3             1      1           42.59            0.787002976
                  5/31/2018 9:00                  53.051298               24.02              0           33.9             1      1           24.02            0.452769318
                 5/31/2018 10:00                  41.012417               13.98           0.13           24.7             1      1          17.191            0.419165737
                 5/31/2018 11:00                  46.427946               20.99           1.12           34.1             1      1          59.182            1.274706402
                 5/31/2018 12:00                  35.204861                6.59              0           33.1             1      1            6.59            0.187190059
                 5/31/2018 13:00                  30.823585               13.04              0           30.6             1      1           13.04            0.423052672
                 5/31/2018 14:00                  29.172712                5.55              0           29.4             1      1            5.55            0.190246282
                 5/31/2018 15:00                   29.07909                4.93              0           34.6             1      1            4.93             0.16953763
                 5/31/2018 16:00                  32.540547               16.57           0.92           42.6             1      1          55.762            1.713615939
                 5/31/2018 17:00                    54.5791               89.77           1.13             39             1      1          133.84            2.452220722
                 5/31/2018 18:00                  60.215542               27.78           0.42           31.2             1      1          40.884            0.678960923
                 5/31/2018 19:00                  40.723334                7.59           0.91             42             1      1           45.81            1.124907897
                 5/31/2018 20:00                  37.543503               11.29           0.64           37.4             1      1          35.226             0.93827153
                 5/31/2018 21:00                  28.369163                7.82           0.45           32.9             1      1          22.625            0.797520886
                 5/31/2018 22:00                  25.265818               11.44           0.89           34.1             1      1          41.789             1.65397376
                 5/31/2018 23:00                  24.839654                   5           0.91           30.7             1      1          32.937            1.325984653
